CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Reason,Stay Probability,Churn Probability
3503-TYDAY,1,United States,California,Keene,93531,"35.214982, -118.59049",35.214982,-118.59049,Female,No,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.45,3398.9,No,0,,0.6236006689642906,0.3763993310357094
6901-GOGZG,1,United States,California,Lake Hughes,93532,"34.659579, -118.584212",34.659579,-118.584212,Male,No,No,Yes,60,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.95,4984.85,No,0,,0.9910710528830626,0.008928947116937423
7021-XSNYE,1,United States,California,Lancaster,93535,"34.712708, -117.889656",34.712708,-117.889656,Male,No,Yes,Yes,7,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),49.65,305.55,No,0,,0.9724178245803361,0.027582175419663853
9621-OUPYD,1,United States,California,Lancaster,93536,"34.741406, -118.38111",34.741406,-118.38111,Female,No,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,507.9,No,0,,0.9145290522067432,0.08547094779325677
8982-NHAVY,1,United States,California,Littlerock,93543,"34.505273, -117.955054",34.505273,-117.955054,Male,No,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.5,2673.45,No,0,,0.5441431632559389,0.4558568367440611
4307-KWMXE,1,United States,California,Llano,93544,"34.500091, -117.765862",34.500091,-117.765862,Male,No,No,No,10,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,35.75,389.8,No,0,,0.6398914261966859,0.3601085738033141
2450-ZKEED,1,United States,California,Mammoth Lakes,93546,"37.550074, -118.837167",37.550074,-118.837167,Female,No,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),53.8,651.55,No,0,,0.8609211343070415,0.1390788656929584
3694-DELSO,1,United States,California,Olancha,93549,"36.296851, -117.865469",36.296851,-117.865469,Male,No,Yes,Yes,4,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),38.55,156.1,No,0,,0.8442208594528688,0.15577914054713116
3893-JRNFS,1,United States,California,Palmdale,93550,"34.536232, -118.082935",34.536232,-118.082935,Male,No,No,No,68,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.9,2796.35,No,0,,0.9067092898648718,0.09329071013512828
1133-KXCGE,1,United States,California,Palmdale,93552,"34.557711, -118.029441",34.557711,-118.029441,Female,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,407.05,No,0,,0.9362963762798098,0.06370362372019026
0142-GVYSN,1,United States,California,Randsburg,93554,"35.405722, -117.773354",35.405722,-117.773354,Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.3,511.25,No,0,,0.8531919127853561,0.14680808721464386
1049-FYSYG,1,United States,California,Ridgecrest,93555,"35.603913, -117.67828",35.603913,-117.67828,Female,No,Yes,No,17,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),35.65,646.05,No,0,,0.5703205145925438,0.4296794854074561
8406-LNMHF,1,United States,California,Trona,93562,"35.74837, -117.384948",35.74837,-117.384948,Male,Yes,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),82.95,4903.15,No,0,,0.9128980807639495,0.08710191923605054
1821-BUCWY,1,United States,California,Valyermo,93563,"34.39583, -117.734568",34.39583,-117.734568,Male,No,No,No,30,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,55.65,1653.85,No,0,,0.9543256773982456,0.045674322601754365
0023-UYUPN,1,United States,California,Ahwahnee,93601,"37.375816, -119.739935",37.375816,-119.739935,Female,Yes,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.2,1306.3,No,0,,0.9574379108574701,0.04256208914252992
8314-DPQHL,1,United States,California,Auberry,93602,"36.991762, -119.242874",36.991762,-119.242874,Male,No,No,No,9,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,50.8,463.6,No,0,,0.8275898325504303,0.17241016744956972
1465-WCZVT,1,United States,California,Badger,93603,"36.64545, -118.924982",36.64545,-118.924982,Female,No,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,60.65,No,0,,0.928908055520082,0.07109194447991797
9481-SFCQY,1,United States,California,Bass Lake,93604,"37.458367, -119.345011",37.458367,-119.345011,Female,No,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.8,824.85,No,0,,0.8721125839716384,0.12788741602836165
6360-SVNWV,1,United States,California,Big Creek,93605,"37.17277, -119.2997",37.17277,-119.2997,Female,Yes,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.55,2094.65,No,0,,0.7230801272163065,0.27691987278369345
0567-GGCAC,1,United States,California,Biola,93606,"36.798882, -120.019511",36.798882,-120.019511,Female,No,No,No,7,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,61.4,438.9,No,0,,0.702830379857764,0.29716962014223597
8884-MRNSU,1,United States,California,Caruthers,93609,"36.5276, -119.865999",36.5276,-119.865999,Male,No,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,329.75,No,0,,0.9192909354780875,0.08070906452191248
2171-UDMFD,1,United States,California,Chowchilla,93610,"37.100948, -120.270136",37.100948,-120.270136,Male,No,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.45,674.55,No,0,,0.9745623935033474,0.02543760649665263
9802-CAQUT,1,United States,California,Coarsegold,93614,"37.212191, -119.749323",37.212191,-119.749323,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.55,7887.25,No,0,,0.9881540146874835,0.01184598531251642
0187-WZNAB,1,United States,California,Del Rey,93616,"36.657462, -119.595293",36.657462,-119.595293,Female,No,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,74.4,1972.35,No,0,,0.9097615862958881,0.09023841370411191
1357-MVDOZ,1,United States,California,Firebaugh,93622,"36.785618, -120.625382",36.785618,-120.625382,Male,No,Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.65,683.25,No,0,,0.8096900606331159,0.19030993936688417
7602-MVRMB,1,United States,California,Fish Camp,93623,"37.483535, -119.679414",37.483535,-119.679414,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.45,8058.85,No,0,,0.984064615023847,0.015935384976153016
5406-KGRMX,1,United States,California,Helm,93627,"36.520537, -120.118055",36.520537,-120.118055,Female,No,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.55,1719.15,No,0,,0.9942247220508076,0.005775277949192386
5968-HYJRZ,1,United States,California,Kerman,93630,"36.727418, -120.123526",36.727418,-120.123526,Male,No,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1160.45,No,0,,0.9963711496304759,0.0036288503695240835
5198-EFNBM,1,United States,California,Kingsburg,93631,"36.478239, -119.52137",36.478239,-119.52137,Male,Yes,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,90.65,5199.8,No,0,,0.75740830395437,0.24259169604562997
7516-GMHUV,1,United States,California,Lakeshore,93634,"37.290606, -119.216328",37.290606,-119.216328,Male,Yes,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.05,5163.3,No,0,,0.8623742437885937,0.13762575621140632
7140-ADSMJ,1,United States,California,Los Banos,93635,"36.995162, -120.955099",36.995162,-120.955099,Male,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,162.3,No,0,,0.8017890943789159,0.19821090562108407
2230-XTUWL,1,United States,California,Madera,93637,"36.902954, -120.194274",36.902954,-120.194274,Female,No,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,883.35,No,0,,0.9974736095991186,0.002526390400881376
7706-YLMQA,1,United States,California,Madera,93638,"37.004068, -119.930027",37.004068,-119.930027,Female,No,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.7,1341.5,No,0,,0.9934212368624559,0.006578763137544127
2585-KTFRE,1,United States,California,Mendota,93640,"36.687292, -120.437354",36.687292,-120.437354,Male,No,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.45,70.45,No,0,,0.9017979819045043,0.09820201809549571
7717-BICXI,1,United States,California,O Neals,93645,"37.140104, -119.657092",37.140104,-119.657092,Male,No,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55,1205.05,No,0,,0.9985489830883543,0.0014510169116456943
6559-RAKOZ,1,United States,California,Orange Cove,93646,"36.633498, -119.298895",36.633498,-119.298895,Male,No,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,97.95,4917.9,No,0,,0.8942056428900879,0.1057943571099121
4716-MRVEN,1,United States,California,Parlier,93648,"36.622237, -119.521126",36.622237,-119.521126,Female,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,599.3,No,0,,0.9602036001951544,0.03979639980484556
2143-LJULT,1,United States,California,Fresno,93650,"36.841655, -119.797113",36.841655,-119.797113,Female,No,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.25,1733.15,No,0,,0.9915953989735734,0.008404601026426605
3200-MNQTF,1,United States,California,Raisin City,93652,"36.594542, -119.905245",36.594542,-119.905245,Male,No,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.9,4677.1,No,0,,0.9912100301280936,0.008789969871906372
6164-HXUGH,1,United States,California,Raymond,93653,"37.252057, -119.95783",37.252057,-119.95783,Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,119.3,No,0,,0.9372393821272933,0.06276061787270676
0320-DWVTU,1,United States,California,Riverdale,93656,"36.452211, -119.94575",36.452211,-119.94575,Female,No,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,99.5,5424.25,No,0,,0.9695065205408935,0.030493479459106486
9135-MGVPY,1,United States,California,Sanger,93657,"36.819628, -119.440414",36.819628,-119.440414,Male,No,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.7,5878.9,No,0,,0.9827399584131885,0.01726004158681145
7878-JGDKK,1,United States,California,Selma,93662,"36.545322, -119.642281",36.545322,-119.642281,Male,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.55,220.75,No,0,,0.6581390027223075,0.34186099727769254
1088-AUUZZ,1,United States,California,Shaver Lake,93664,"37.223, -119.001021",37.223,-119.001021,Male,No,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),75.85,4261.2,No,0,,0.9943574956298005,0.005642504370199511
6614-YWYSC,1,United States,California,Sultana,93666,"36.545353, -119.338535",36.545353,-119.338535,Male,Yes,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.0,1501.75,No,0,,0.9909767884735934,0.009023211526406569
6476-EPYZR,1,United States,California,Wishon,93669,"37.287758, -119.548156",37.287758,-119.548156,Male,No,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,255.5,No,0,,0.9526815664374028,0.04731843356259724
1174-FGIFN,1,United States,California,Squaw Valley,93675,"36.719141, -119.202677",36.719141,-119.202677,Female,No,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,90.45,2509.25,No,0,,0.8438336562312976,0.1561663437687024
6620-HVDUJ,1,United States,California,Fresno,93701,"36.749403, -119.787574",36.749403,-119.787574,Male,No,No,No,24,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),60.45,1440.75,No,0,,0.902725577507852,0.09727442249214796
1032-MAELW,1,United States,California,Fresno,93703,"36.768774, -119.762633",36.768774,-119.762633,Female,No,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,78.45,5333.35,No,0,,0.9869463529062553,0.013053647093744717
7641-TQFHN,1,United States,California,Fresno,93704,"36.799648, -119.801247",36.799648,-119.801247,Male,No,No,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,100.55,3895.35,No,0,,0.9706079361973794,0.029392063802620595
1552-TKMXS,1,United States,California,Fresno,93705,"36.78724, -119.827813",36.78724,-119.827813,Female,No,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,869.9,No,0,,0.9531020484109654,0.04689795158903466
6188-UXBBR,1,United States,California,Fresno,93720,"36.878709, -119.7645",36.878709,-119.7645,Female,No,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25,814.75,No,0,,0.9562236670313002,0.04377633296869978
2333-KWEWW,1,United States,California,Fresno,93721,"36.732694, -119.783786",36.732694,-119.783786,Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,388.6,No,0,,0.9736352489410076,0.026364751058992414
5702-SKUOB,1,United States,California,Fresno,93722,"36.78979, -119.929894",36.78979,-119.929894,Female,No,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,93.45,No,0,,0.7665041069501125,0.23349589304988747
1134-YWTYF,1,United States,California,Fresno,93725,"36.623632, -119.741322",36.623632,-119.741322,Male,No,Yes,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.8,1389.85,No,0,,0.7433136519401687,0.25668634805983126
6061-GWWAV,1,United States,California,Fresno,93726,"36.793601, -119.761131",36.793601,-119.761131,Male,No,No,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,70.2,2894.55,No,0,,0.9864693861181237,0.013530613881876248
0679-TDGAK,1,United States,California,Fresno,93727,"36.751489, -119.68072",36.751489,-119.68072,Male,No,Yes,Yes,50,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,75.5,4025.6,No,0,,0.9836993958333761,0.016300604166623957
6585-WCEWR,1,United States,California,Fresno,93728,"36.757345, -119.818274",36.757345,-119.818274,Male,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.35,1354.4,No,0,,0.9988558659042496,0.001144134095750439
9067-YGSCA,1,United States,California,Salinas,93901,"36.64152, -121.622188",36.64152,-121.622188,Female,No,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.05,1856.4,No,0,,0.9915637879384537,0.008436212061546329
9067-SQTNS,1,United States,California,Salinas,93905,"36.667794, -121.601306",36.667794,-121.601306,Male,No,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.6,926,No,0,,0.9936428838095259,0.006357116190474065
1776-SPBWV,1,United States,California,Salinas,93907,"36.77462, -121.664714",36.77462,-121.664714,Female,No,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.1,682.1,No,0,,0.9851886185902039,0.014811381409796109
8735-SDUFN,1,United States,California,Salinas,93908,"36.624338, -121.615669",36.624338,-121.615669,Female,Yes,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,1778.7,No,0,,0.9942229620797665,0.005777037920233548
9668-PUGNU,1,United States,California,Big Sur,93920,"36.092975, -121.549826",36.092975,-121.549826,Male,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.5,1816.2,No,0,,0.9894665541305785,0.010533445869421494
9405-GPBBG,1,United States,California,Carmel By The Sea,93921,"36.554618, -121.922239",36.554618,-121.922239,Female,No,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.5,7069.25,No,0,,0.9277189401148527,0.07228105988514728
1926-QUZNN,1,United States,California,Carmel,93923,"36.460611, -121.852507",36.460611,-121.852507,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.25,1841.2,No,0,,0.9922476631359305,0.007752336864069498
7016-NVRIC,1,United States,California,Chualar,93925,"36.596271, -121.442274",36.596271,-121.442274,Male,Yes,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),90.1,2656.7,No,0,,0.7758425133209803,0.22415748667901972
5829-NVSQN,1,United States,California,Gonzales,93926,"36.52588, -121.396719",36.52588,-121.396719,Female,No,Yes,No,23,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),68.75,1689.45,No,0,,0.8623364351200428,0.13766356487995723
9565-AXSMR,1,United States,California,Greenfield,93927,"36.248708, -121.386617",36.248708,-121.386617,Male,No,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.2,1054.75,No,0,,0.9979323232007815,0.0020676767992185005
8869-LIHMK,1,United States,California,King City,93930,"36.220761, -120.980777",36.220761,-120.980777,Female,No,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.1,7334.05,No,0,,0.9406613757851359,0.05933862421486415
5788-YPOEG,1,United States,California,Pebble Beach,93953,"36.587497, -121.944815",36.587497,-121.944815,Female,No,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.75,2839.45,No,0,,0.9901236647347343,0.0098763352652657
0661-KBKPA,1,United States,California,Seaside,93955,"36.625114, -121.823565",36.625114,-121.823565,Male,No,Yes,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.75,3942.45,No,0,,0.9696029506532242,0.030397049346775826
9081-WWXKP,1,United States,California,Soledad,93960,"36.414216, -121.360597",36.414216,-121.360597,Female,No,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,873.4,No,0,,0.9976741498186806,0.0023258501813193454
0784-ZQJZX,1,United States,California,Spreckels,93962,"36.624641, -121.647195",36.624641,-121.647195,Male,No,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.9,1529.65,No,0,,0.9994102883203259,0.000589711679674192
3133-PZNSR,1,United States,California,Belmont,94002,"37.509366, -122.306132",37.509366,-122.306132,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),97.75,6991.6,No,0,,0.9919753687717211,0.008024631228278895
3612-YVGSJ,1,United States,California,La Honda,94020,"37.285677, -122.224165",37.285677,-122.224165,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.45,1681.6,No,0,,0.9931157810521175,0.006884218947882507
9825-YCXWZ,1,United States,California,Loma Mar,94021,"37.266388, -122.26308",37.266388,-122.26308,Female,Yes,No,No,41,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),101.1,4016.2,No,0,,0.7597681130373926,0.24023188696260742
5397-NSKQG,1,United States,California,Los Altos,94022,"37.349546, -122.134356",37.349546,-122.134356,Male,No,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),50.9,3281.65,No,0,,0.9956377596944401,0.004362240305559879
8565-HBFNN,1,United States,California,Los Altos,94024,"37.352911, -122.093002",37.352911,-122.093002,Male,No,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.2,7317.1,No,0,,0.9171676990521321,0.08283230094786789
2000-DHJUY,1,United States,California,Menlo Park,94025,"37.449551, -122.183762",37.449551,-122.183762,Female,Yes,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.2,6474.45,No,0,,0.9718351783217271,0.028164821678272955
8670-ERCJH,1,United States,California,Portola Valley,94028,"37.369709, -122.215844",37.369709,-122.215844,Male,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.4,8164.1,No,0,,0.9688925590861113,0.03110744091388878
7758-UJWYS,1,United States,California,Millbrae,94030,"37.601248, -122.403099",37.601248,-122.403099,Male,No,Yes,Yes,34,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,40.55,1325.85,No,0,,0.9691102868259605,0.030889713174039497
2050-ONYDQ,1,United States,California,Montara,94037,"37.540582, -122.509594",37.540582,-122.509594,Female,No,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.0,1654.85,No,0,,0.9984836860102212,0.0015163139897788134
7055-JCGNI,1,United States,California,Moss Beach,94038,"37.515556, -122.502311",37.515556,-122.502311,Female,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.95,7795.95,No,0,,0.9580504660220875,0.0419495339779125
0739-UUAJR,1,United States,California,Mountain View,94040,"37.380662, -122.086022",37.380662,-122.086022,Female,No,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),53.8,3952.45,No,0,,0.9940917612570912,0.005908238742908818
4826-DXMUP,1,United States,California,Mountain View,94041,"37.388349, -122.075299",37.388349,-122.075299,Male,No,No,Yes,35,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,72.1,2495.15,No,0,,0.9677133175549614,0.032286682445038614
7285-KLOTR,1,United States,California,Pacifica,94044,"37.573633, -122.455167",37.573633,-122.455167,Female,No,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,78.85,876.75,No,0,,0.6543600702412999,0.3456399297587001
0654-PQKDW,1,United States,California,Pescadero,94060,"37.22565, -122.297533",37.22565,-122.297533,Female,No,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),70.75,4263.45,No,0,,0.9906066700288881,0.009393329971111836
7175-NTIXE,1,United States,California,Redwood City,94061,"37.461251, -122.235414",37.461251,-122.235414,Female,No,No,No,25,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.15,1992.95,No,0,,0.8070059459109462,0.19299405408905376
7963-SHNDT,1,United States,California,Redwood City,94062,"37.410567, -122.297152",37.410567,-122.297152,Female,No,No,No,52,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.1,1982.1,No,0,,0.9878098256312219,0.012190174368778096
0188-GWFLE,1,United States,California,Redwood City,94065,"37.527497, -122.230941",37.527497,-122.230941,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,33.7,No,0,,0.799279391764049,0.20072060823595092
8129-GMVGI,1,United States,California,San Bruno,94066,"37.624436, -122.430661",37.624436,-122.430661,Female,No,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,1090.1,No,0,,0.9982158163565229,0.0017841836434770698
2882-DDZPG,1,United States,California,San Carlos,94070,"37.497915, -122.267361",37.497915,-122.267361,Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,227.45,No,0,,0.8564711503076746,0.1435288496923254
3547-LQRIK,1,United States,California,San Gregorio,94074,"37.331762, -122.341444",37.331762,-122.341444,Female,No,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.9,1250.85,No,0,,0.9556720762978245,0.04432792370217553
9137-NOQKA,1,United States,California,South San Francisco,94080,"37.654436, -122.426468",37.654436,-122.426468,Male,Yes,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.2,37.2,No,0,,0.7259799016589927,0.2740200983410072
5843-TTHGI,1,United States,California,Sunnyvale,94086,"37.378541, -122.020456",37.378541,-122.020456,Female,No,No,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,892.7,No,0,,0.6839539345907262,0.3160460654092739
1849-RJYIG,1,United States,California,Sunnyvale,94087,"37.3511, -122.037311",37.3511,-122.037311,Female,No,No,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.0,487.75,No,0,,0.5594052239774021,0.44059477602259794
8868-GAGIO,1,United States,California,Sunnyvale,94089,"37.421633, -122.009613",37.421633,-122.009613,Male,No,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.55,3713.95,No,0,,0.6885666433273254,0.3114333566726746
